mode,case_id,case_family,expected_capability,actual_capability,route_correct,raw_capability,raw_route_correct,expected_trigger,actual_trigger,trigger_correct,latency_ms,route_source,decision_source,fallback,guard_applied
rule_only,50,open_vocabulary_holdout,kpi_reporting,,False,,False,True,True,True,0.017142,rule,rule,False,False
rule_only,51,open_vocabulary_holdout,slice_optimization,,False,,False,False,False,True,0.017212,rule,rule,False,False
rule_only,52,open_vocabulary_holdout,slice_optimization,,False,,False,True,True,True,0.017894,rule,rule,False,False
rule_only,53,open_vocabulary_holdout,slice_optimization,,False,,False,False,False,True,0.019107,rule,rule,False,False
rule_only,54,open_vocabulary_holdout,slice_optimization,,False,,False,True,True,True,0.018726,rule,rule,False,False
rule_only,55,open_vocabulary_holdout,slice_optimization,,False,,False,False,False,True,0.018295,rule,rule,False,False
rule_only,56,open_vocabulary_holdout,slice_optimization,,False,,False,True,True,True,0.017213,rule,rule,False,False
rule_only,57,open_vocabulary_holdout,slice_optimization,,False,,False,False,False,True,0.017703,rule,rule,False,False
rule_only,58,open_vocabulary_holdout,slice_optimization,,False,,False,True,True,True,0.018605,rule,rule,False,False
rule_only,59,open_vocabulary_holdout,slice_optimization,,False,,False,False,False,True,0.018134,rule,rule,False,False
rule_only,60,open_vocabulary_holdout,slice_optimization,,False,,False,True,True,True,0.018405,rule,rule,False,False
llm_rule,1,registered_action,e2_mac_control,e2_mac_control,True,slice_optimization,False,False,False,True,590.048232,llm,hybrid,False,True
llm_rule,2,registered_action,e2_mac_control,e2_mac_control,True,slice_optimization,False,True,True,True,487.159485,llm,hybrid,False,True
llm_rule,3,registered_action,e2_mac_control,e2_mac_control,True,e2_mac_control,True,False,False,True,452.808199,llm,hybrid,False,False
llm_rule,4,registered_action,e2_mac_control,e2_mac_control,True,e2_mac_control,True,True,True,True,479.891163,llm,hybrid,False,False
llm_rule,5,registered_action,e2_mac_control,e2_mac_control,True,slice_optimization,False,False,False,True,479.80104,llm,hybrid,False,True
llm_rule,6,registered_action,e2_mac_control,e2_mac_control,True,e2_mac_control,True,True,True,True,469.800021,llm,hybrid,False,False
llm_rule,7,registered_action,e2_mac_control,e2_mac_control,True,e2_mac_control,True,False,False,True,471.037956,llm,hybrid,False,False
llm_rule,8,registered_action,e2_mac_control,e2_mac_control,True,e2_mac_control,True,True,True,True,436.138426,llm,hybrid,False,False
llm_rule,9,registered_action,e2_mac_control,e2_mac_control,True,slice_optimization,False,False,False,True,490.906809,llm,hybrid,False,True
llm_rule,10,registered_action,e2_mac_control,e2_mac_control,True,e2_mac_control,True,True,True,True,451.883134,llm,hybrid,False,False
llm_rule,11,registered_action,kpi_reporting,kpi_reporting,True,kpi_reporting,True,False,False,True,434.804073,llm,hybrid,False,False
llm_rule,12,registered_action,kpi_reporting,kpi_reporting,True,kpi_reporting,True,True,True,True,425.367548,llm,hybrid,False,False
llm_rule,13,registered_action,kpi_reporting,kpi_reporting,True,kpi_reporting,True,False,False,True,545.96623,llm,hybrid,False,False
llm_rule,14,registered_action,kpi_reporting,kpi_reporting,True,kpi_reporting,True,True,True,True,498.015101,llm,hybrid,False,False
llm_rule,15,registered_action,kpi_reporting,kpi_reporting,True,kpi_reporting,True,False,False,True,566.785866,llm,hybrid,False,False
llm_rule,16,registered_action,kpi_reporting,kpi_reporting,True,kpi_reporting,True,True,True,True,463.220015,llm,hybrid,False,False
llm_rule,17,registered_action,kpi_reporting,kpi_reporting,True,kpi_reporting,True,False,False,True,513.086136,llm,hybrid,False,False
llm_rule,18,registered_action,kpi_reporting,kpi_reporting,True,kpi_reporting,True,True,True,True,513.495606,llm,hybrid,False,False
llm_rule,19,registered_action,kpi_reporting,kpi_reporting,True,kpi_reporting,True,False,False,True,490.989281,llm,hybrid,False,False
llm_rule,20,registered_action,kpi_reporting,kpi_reporting,True,kpi_reporting,True,True,True,True,485.013098,llm,hybrid,False,False
llm_rule,21,registered_action,slice_optimization,slice_optimization,True,slice_optimization,True,False,False,True,478.354198,llm,hybrid,False,False
llm_rule,22,registered_action,slice_optimization,slice_optimization,True,slice_optimization,True,True,True,True,432.674307,llm,hybrid,False,False
llm_rule,23,registered_action,slice_optimization,slice_optimization,True,slice_optimization,True,False,False,True,498.456141,llm,hybrid,False,False
llm_rule,24,registered_action,slice_optimization,slice_optimization,True,slice_optimization,True,True,True,True,425.869701,llm,hybrid,False,False
llm_rule,25,registered_action,slice_optimization,slice_optimization,True,slice_optimization,True,False,False,True,417.651589,llm,hybrid,False,False
llm_rule,26,registered_action,slice_optimization,slice_optimization,True,slice_optimization,True,True,True,True,474.426767,llm,hybrid,False,False
llm_rule,27,registered_action,slice_optimization,slice_optimization,True,slice_optimization,True,False,False,True,456.148313,llm,hybrid,False,False
llm_rule,28,registered_action,slice_optimization,slice_optimization,True,slice_optimization,True,True,True,True,412.480823,llm,hybrid,False,False
llm_rule,29,registered_action,slice_optimization,slice_optimization,True,slice_optimization,True,False,False,True,464.598161,llm,hybrid,False,False
llm_rule,30,registered_action,slice_optimization,slice_optimization,True,slice_optimization,True,True,True,True,423.393281,llm,hybrid,False,False
llm_rule,31,open_vocabulary_holdout,e2_mac_control,e2_mac_control,True,e2_mac_control,True,False,False,True,473.266992,llm,hybrid,False,False
llm_rule,32,open_vocabulary_holdout,e2_mac_control,e2_mac_control,True,e2_mac_control,True,True,True,True,520.841053,llm,hybrid,False,False
llm_rule,33,open_vocabulary_holdout,e2_mac_control,slice_optimization,False,slice_optimization,False,False,False,True,453.934877,llm,hybrid,False,False
llm_rule,34,open_vocabulary_holdout,e2_mac_control,e2_mac_control,True,e2_mac_control,True,True,True,True,461.88293,llm,hybrid,False,False
llm_rule,35,open_vocabulary_holdout,e2_mac_control,slice_optimization,False,slice_optimization,False,False,False,True,499.650327,llm,hybrid,False,False
llm_rule,36,open_vocabulary_holdout,e2_mac_control,e2_mac_control,True,e2_mac_control,True,True,True,True,546.748861,llm,hybrid,False,False
llm_rule,37,open_vocabulary_holdout,e2_mac_control,e2_mac_control,True,e2_mac_control,True,False,False,True,458.228216,llm,hybrid,False,False
llm_rule,38,open_vocabulary_holdout,e2_mac_control,slice_optimization,False,slice_optimization,False,True,True,True,449.324951,llm,hybrid,False,False
llm_rule,39,open_vocabulary_holdout,e2_mac_control,e2_mac_control,True,e2_mac_control,True,False,False,True,521.361975,llm,hybrid,False,False
llm_rule,40,open_vocabulary_holdout,e2_mac_control,e2_mac_control,True,e2_mac_control,True,True,True,True,500.515946,llm,hybrid,False,False
llm_rule,41,open_vocabulary_holdout,kpi_reporting,kpi_reporting,True,kpi_reporting,True,False,False,True,517.146986,llm,hybrid,False,False
llm_rule,42,open_vocabulary_holdout,kpi_reporting,kpi_reporting,True,kpi_reporting,True,True,True,True,489.323977,llm,hybrid,False,False
llm_rule,43,open_vocabulary_holdout,kpi_reporting,kpi_reporting,True,kpi_reporting,True,False,False,True,462.209955,llm,hybrid,False,False
llm_rule,44,open_vocabulary_holdout,kpi_reporting,kpi_reporting,True,kpi_reporting,True,True,True,True,470.115206,llm,hybrid,False,False
llm_rule,45,open_vocabulary_holdout,kpi_reporting,kpi_reporting,True,kpi_reporting,True,False,False,True,477.214384,llm,hybrid,False,False
llm_rule,46,open_vocabulary_holdout,kpi_reporting,kpi_reporting,True,kpi_reporting,True,True,True,True,509.662583,llm,hybrid,False,False
llm_rule,47,open_vocabulary_holdout,kpi_reporting,kpi_reporting,True,kpi_reporting,True,False,False,True,471.25406,llm,hybrid,False,False
llm_rule,48,open_vocabulary_holdout,kpi_reporting,kpi_reporting,True,kpi_reporting,True,True,True,True,501.399903,llm,hybrid,False,False
llm_rule,49,open_vocabulary_holdout,kpi_reporting,kpi_reporting,True,kpi_reporting,True,False,False,True,499.798137,llm,hybrid,False,False
llm_rule,50,open_vocabulary_holdout,kpi_reporting,kpi_reporting,True,kpi_reporting,True,True,True,True,483.526933,llm,hybrid,False,False
llm_rule,51,open_vocabulary_holdout,slice_optimization,slice_optimization,True,slice_optimization,True,False,False,True,463.503736,llm,hybrid,False,False
llm_rule,52,open_vocabulary_holdout,slice_optimization,slice_optimization,True,slice_optimization,True,True,True,True,452.47621,llm,hybrid,False,False
llm_rule,53,open_vocabulary_holdout,slice_optimization,slice_optimization,True,slice_optimization,True,False,False,True,489.32843,llm,hybrid,False,False
llm_rule,54,open_vocabulary_holdout,slice_optimization,slice_optimization,True,slice_optimization,True,True,True,True,486.808011,llm,hybrid,False,False
llm_rule,55,open_vocabulary_holdout,slice_optimization,slice_optimization,True,slice_optimization,True,False,False,True,500.479165,llm,hybrid,False,False
llm_rule,56,open_vocabulary_holdout,slice_optimization,slice_optimization,True,slice_optimization,True,True,True,True,495.51335,llm,hybrid,False,False
llm_rule,57,open_vocabulary_holdout,slice_optimization,slice_optimization,True,slice_optimization,True,False,False,True,505.799082,llm,hybrid,False,False
llm_rule,58,open_vocabulary_holdout,slice_optimization,slice_optimization,True,slice_optimization,True,True,True,True,448.839047,llm,hybrid,False,False
llm_rule,59,open_vocabulary_holdout,slice_optimization,slice_optimization,True,slice_optimization,True,False,False,True,485.880984,llm,hybrid,False,False
llm_rule,60,open_vocabulary_holdout,slice_optimization,slice_optimization,True,slice_optimization,True,True,True,True,477.196261,llm,hybrid,False,False
adaptive_hybrid,1,registered_action,e2_mac_control,e2_mac_control,True,e2_mac_control,True,False,False,True,0.011401,rule,rule,False,False
adaptive_hybrid,2,registered_action,e2_mac_control,e2_mac_control,True,e2_mac_control,True,True,True,True,0.007995,rule,rule,False,False
adaptive_hybrid,3,registered_action,e2_mac_control,e2_mac_control,True,e2_mac_control,True,False,False,True,0.007835,rule,rule,False,False
adaptive_hybrid,4,registered_action,e2_mac_control,e2_mac_control,True,e2_mac_control,True,True,True,True,0.007835,rule,rule,False,False
adaptive_hybrid,5,registered_action,e2_mac_control,e2_mac_control,True,e2_mac_control,True,False,False,True,0.009919,rule,rule,False,False
adaptive_hybrid,6,registered_action,e2_mac_control,e2_mac_control,True,e2_mac_control,True,True,True,True,0.007505,rule,rule,False,False
adaptive_hybrid,7,registered_action,e2_mac_control,e2_mac_control,True,e2_mac_control,True,False,False,True,0.007454,rule,rule,False,False
adaptive_hybrid,8,registered_action,e2_mac_control,e2_mac_control,True,e2_mac_control,True,True,True,True,0.007585,rule,rule,False,False
adaptive_hybrid,9,registered_action,e2_mac_control,e2_mac_control,True,e2_mac_control,True,False,False,True,0.007744,rule,rule,False,False
adaptive_hybrid,10,registered_action,e2_mac_control,e2_mac_control,True,e2_mac_control,True,True,True,True,0.007393,rule,rule,False,False
adaptive_hybrid,11,registered_action,kpi_reporting,kpi_reporting,True,kpi_reporting,True,False,False,True,0.007865,rule,rule,False,False
adaptive_hybrid,12,registered_action,kpi_reporting,kpi_reporting,True,kpi_reporting,True,True,True,True,0.007705,rule,rule,False,False
adaptive_hybrid,13,registered_action,kpi_reporting,kpi_reporting,True,kpi_reporting,True,False,False,True,0.007334,rule,rule,False,False
adaptive_hybrid,14,registered_action,kpi_reporting,kpi_reporting,True,kpi_reporting,True,True,True,True,0.007544,rule,rule,False,False
adaptive_hybrid,15,registered_action,kpi_reporting,kpi_reporting,True,kpi_reporting,True,False,False,True,0.007224,rule,rule,False,False
adaptive_hybrid,16,registered_action,kpi_reporting,kpi_reporting,True,kpi_reporting,True,True,True,True,0.007814,rule,rule,False,False
adaptive_hybrid,17,registered_action,kpi_reporting,kpi_reporting,True,kpi_reporting,True,False,False,True,0.007594,rule,rule,False,False
adaptive_hybrid,18,registered_action,kpi_reporting,kpi_reporting,True,kpi_reporting,True,True,True,True,0.007755,rule,rule,False,False
adaptive_hybrid,19,registered_action,kpi_reporting,kpi_reporting,True,kpi_reporting,True,False,False,True,0.007524,rule,rule,False,False
adaptive_hybrid,20,registered_action,kpi_reporting,kpi_reporting,True,kpi_reporting,True,True,True,True,0.007294,rule,rule,False,False
adaptive_hybrid,21,registered_action,slice_optimization,slice_optimization,True,slice_optimization,True,False,False,True,0.007905,rule,rule,False,False
adaptive_hybrid,22,registered_action,slice_optimization,slice_optimization,True,slice_optimization,True,True,True,True,0.007865,rule,rule,False,False
adaptive_hybrid,23,registered_action,slice_optimization,slice_optimization,True,slice_optimization,True,False,False,True,0.007935,rule,rule,False,False
adaptive_hybrid,24,registered_action,slice_optimization,slice_optimization,True,slice_optimization,True,True,True,True,0.007635,rule,rule,False,False
adaptive_hybrid,25,registered_action,slice_optimization,slice_optimization,True,slice_optimization,True,False,False,True,0.007565,rule,rule,False,False
adaptive_hybrid,26,registered_action,slice_optimization,slice_optimization,True,slice_optimization,True,True,True,True,0.008195,rule,rule,False,False
adaptive_hybrid,27,registered_action,slice_optimization,slice_optimization,True,slice_optimization,True,False,False,True,0.007684,rule,rule,False,False
adaptive_hybrid,28,registered_action,slice_optimization,slice_optimization,True,slice_optimization,True,True,True,True,0.007694,rule,rule,False,False
adaptive_hybrid,29,registered_action,slice_optimization,slice_optimization,True,slice_optimization,True,False,False,True,0.007574,rule,rule,False,False
adaptive_hybrid,30,registered_action,slice_optimization,slice_optimization,True,slice_optimization,True,True,True,True,0.007644,rule,rule,False,False
adaptive_hybrid,31,open_vocabulary_holdout,e2_mac_control,e2_mac_control,True,e2_mac_control,True,False,False,True,474.366208,llm,hybrid,False,False
adaptive_hybrid,32,open_vocabulary_holdout,e2_mac_control,e2_mac_control,True,e2_mac_control,True,True,True,True,502.690369,llm,hybrid,False,False
adaptive_hybrid,33,open_vocabulary_holdout,e2_mac_control,slice_optimization,False,slice_optimization,False,False,False,True,435.63107,llm,hybrid,False,False
adaptive_hybrid,34,open_vocabulary_holdout,e2_mac_control,e2_mac_control,True,e2_mac_control,True,True,True,True,441.255555,llm,hybrid,False,False
adaptive_hybrid,35,open_vocabulary_holdout,e2_mac_control,slice_optimization,False,slice_optimization,False,False,False,True,474.00955,llm,hybrid,False,False
adaptive_hybrid,36,open_vocabulary_holdout,e2_mac_control,e2_mac_control,True,e2_mac_control,True,True,True,True,525.616517,llm,hybrid,False,False
adaptive_hybrid,37,open_vocabulary_holdout,e2_mac_control,e2_mac_control,True,e2_mac_control,True,False,False,True,438.696913,llm,hybrid,False,False
adaptive_hybrid,38,open_vocabulary_holdout,e2_mac_control,slice_optimization,False,slice_optimization,False,True,True,True,432.080863,llm,hybrid,False,False
adaptive_hybrid,39,open_vocabulary_holdout,e2_mac_control,slice_optimization,False,slice_optimization,False,False,False,True,437.448064,llm,hybrid,False,False
adaptive_hybrid,40,open_vocabulary_holdout,e2_mac_control,e2_mac_control,True,e2_mac_control,True,True,True,True,479.579875,llm,hybrid,False,False
adaptive_hybrid,41,open_vocabulary_holdout,kpi_reporting,kpi_reporting,True,kpi_reporting,True,False,False,True,495.74085,llm,hybrid,False,False
adaptive_hybrid,42,open_vocabulary_holdout,kpi_reporting,kpi_reporting,True,kpi_reporting,True,True,True,True,472.413226,llm,hybrid,False,False
adaptive_hybrid,43,open_vocabulary_holdout,kpi_reporting,kpi_reporting,True,kpi_reporting,True,False,False,True,434.445683,llm,hybrid,False,False
adaptive_hybrid,44,open_vocabulary_holdout,kpi_reporting,kpi_reporting,True,kpi_reporting,True,True,True,True,453.716734,llm,hybrid,False,False
adaptive_hybrid,45,open_vocabulary_holdout,kpi_reporting,kpi_reporting,True,kpi_reporting,True,False,False,True,457.041118,llm,hybrid,False,False
adaptive_hybrid,46,open_vocabulary_holdout,kpi_reporting,kpi_reporting,True,kpi_reporting,True,True,True,True,500.500866,llm,hybrid,False,False
adaptive_hybrid,47,open_vocabulary_holdout,kpi_reporting,kpi_reporting,True,kpi_reporting,True,False,False,True,470.981128,llm,hybrid,False,False
adaptive_hybrid,48,open_vocabulary_holdout,kpi_reporting,kpi_reporting,True,kpi_reporting,True,True,True,True,503.834947,llm,hybrid,False,False
adaptive_hybrid,49,open_vocabulary_holdout,kpi_reporting,kpi_reporting,True,kpi_reporting,True,False,False,True,500.852347,llm,hybrid,False,False
adaptive_hybrid,50,open_vocabulary_holdout,kpi_reporting,kpi_reporting,True,kpi_reporting,True,True,True,True,472.962674,llm,hybrid,False,False
adaptive_hybrid,51,open_vocabulary_holdout,slice_optimization,slice_optimization,True,slice_optimization,True,False,False,True,452.316102,llm,hybrid,False,False
adaptive_hybrid,52,open_vocabulary_holdout,slice_optimization,slice_optimization,True,slice_optimization,True,True,True,True,420.707461,llm,hybrid,False,False
adaptive_hybrid,53,open_vocabulary_holdout,slice_optimization,slice_optimization,True,slice_optimization,True,False,False,True,467.680549,llm,hybrid,False,False
adaptive_hybrid,54,open_vocabulary_holdout,slice_optimization,slice_optimization,True,slice_optimization,True,True,True,True,452.230187,llm,hybrid,False,False
adaptive_hybrid,55,open_vocabulary_holdout,slice_optimization,slice_optimization,True,slice_optimization,True,False,False,True,484.631552,llm,hybrid,False,False
adaptive_hybrid,56,open_vocabulary_holdout,slice_optimization,slice_optimization,True,slice_optimization,True,True,True,True,467.030079,llm,hybrid,False,False
adaptive_hybrid,57,open_vocabulary_holdout,slice_optimization,slice_optimization,True,slice_optimization,True,False,False,True,487.398592,llm,hybrid,False,False
adaptive_hybrid,58,open_vocabulary_holdout,slice_optimization,slice_optimization,True,slice_optimization,True,True,True,True,434.837504,llm,hybrid,False,False
adaptive_hybrid,59,open_vocabulary_holdout,slice_optimization,slice_optimization,True,slice_optimization,True,False,False,True,465.542888,llm,hybrid,False,False
adaptive_hybrid,60,open_vocabulary_holdout,slice_optimization,slice_optimization,True,slice_optimization,True,True,True,True,457.661271,llm,hybrid,False,False
